aardvark	aardvarks
collie	collies
colliery	collieries
colligate	colligating|colligated|colligates
collimate	collimates|collimated|collimating
collimator	collimators
collineation	collineations
collocate	collocates|collocated|collocating
collocutor	collocutors
collodion	collodions
collogue	colloguing|collogues|collogued
colloid	colloids
collop	collops
colloquial	colloquials
colloquialism	colloquialisms
colloquist	colloquists
colloquy	colloquied|colloquys|colloquying
collude	colluded|colludes|colluding
colluder	colluders
colly	collier|collying|collied|colliest|collies
cologarithm	cologarithms
colon	colons
colonel	colonels|coloneling|coloneled
colonelcy	colonelcies
colonelship	colonelships
colonial	colonials
colonialist	colonialists
colonic	colonics
colonise	colonises|colonised|colonising
colonist	colonists
colonizationist	colonizationists
colonize	colonizes|colonized|colonizing
colonizer	colonizers
colonnade	colonnades
colonoscopy	colonoscopies
colony	colonies
colopathy	colopathies
colophon	colophons
colorant	colorants
colorcast	colorcasted|colorcasts|colorcasting
colored	coloreds
colorer	colorers
colorimeter	colorimeters
colorization	colorizations
colosseum	colosseums
colostomy	colostomies
colotomy	colotomies
coloured	coloureds
colourist	colourists
colpocele	colpoceles
colpopexy	colpopexies
colpoplasty	colpoplasties
colporrhagia	colporrhagias
colporteur	colporteurs
colposcopy	colposcopies
colpotomy	colpotomies
colt	colts|colted|colting
colubrid	colubrids
columbine	columbines
columbite	columbites
columel	columels
column	columns
columniation	columniations
columnist	columnists
coma	comas
comal	comals
comb	combed|combing|combs
combat	combatted|combats|combatting
combatant	combatants
combe	combes
comber	combers
combinate	combinates
combinator	combinators
combine	combining|combined|combines
combined	combineds
combiner	combiners
combing	combings
combining	combinings
combo	combos
combustible	combustibles
combustor	combustors
come	comes|came|coming
comeback	comebacks
comedienne	comediennes
comedietta	comediettas
comer	comers
comestible	comestibles
comet	comets
comfit	comfits|comfited|comfiting
comfiture	comfitures
comfortable	comfortables
comforter	comforters
comforting	comfortings
comfy	comfier|comfiest
comic	comics
coming	comings
comma	commas|commaed|commaing
commandant	commandants
commander	commanders
commanding	commandings
commemorate	commemorating|commemorates|commemorated
commemorative	commemoratives
commemorator	commemorators
commence	commencing|commences|commenced
commencer	commencers
commend	commending|commends|commended
commendatory	commendatories
commensurate	commensurates|commensurated|commensurating
comment	comments|commented|commenting
commentate	commentated|commentating|commentates
commentator	commentators
commerce	commerces|commercing|commerced
commercial	commercials
commercialise	commercialised|commercialising|commercialises
commercialist	commercialists
commercialize	commercializing|commercialized|commercializes
commie	commies
commination	comminations
commingle	commingling|commingled|commingles
commingler	comminglers
commingling	comminglings
comminute	comminuting|comminutes|comminuted
comminutor	comminutors
commiserate	commiserated|commiserates|commiserating
commiserator	commiserators
commissar	commissars
commissary	commissaries
commissionaire	commissionaires
commissioner	commissioners
commissionership	commissionerships
commissioning	commissionings
commissure	commissures
commissurotomy	commissurotomies
commit	committed|committing|commits
committee	committees
commix	commixes|commixed|commixing
commodate	commodates
commodore	commodores
common	commoned|commoning|commons
commonplace	commonplaces|commonplacing|commonplaced
commonweal	commonweals
commonwealth	commonwealths
communalise	communalised|communalising|communalises
communard	communards
commune	communing|communes|communed
communicant	communicants
communicate	communicating|communicates|communicated
communicator	communicators
communique	communiques
communiqué	communiqués
communise	communises|communised|communising
communist	communists
communitarian	communitarians
communize	communizing|communizes|communized
commutant	commutants
commutate	commutated|commutating|commutates
commutator	commutators
commute	commuting|commutes|commuted
commuter	commuters
comp	comped|comping|comps
compact	compacts|compacted|compacting
compactification	compactifications
compactify	compactified|compactifies|compactifying
compander	companders
compandor	compandors
companion	companioning|companions|companioned
companionability	companionabilities
companionway	companionways
company	companied|companying|companies
comparable	comparables
comparand	comparands
comparator	comparators
compare	compared|comparing|compares
comparer	comparers
compartment	compartmenting|compartmented|compartments
compartmentalize	compartmentalizes|compartmentalizing|compartmentalized
compass	compasses|compassed|compassing
compassionate	compassionating|compassionated|compassionates
compatible	compatibles
compatriot	compatriots
compeer	compeers|compeered|compeering
compel	compelled|compels|compelling
compeller	compellers
compelling	compellings
compensate	compensates|compensating|compensated
compensator	compensators
compere	compered|compering|comperes
compete	competed|competing|competes
competitor	competitors
compile	compiles|compiling|compiled
compiler	compilers
complainer	complainers
complementary	complementaries
complete	completed|completing|completes
completion	completions
complex	complexed|complexing|complexes
complexing	complexings
complexion	complexioned|complexions|complexioning
complexus	complexuses
complicate	complicated|complicates|complicating
complice	complices
complier	compliers
compliment	complimenting|complimented|compliments
complin	complins
compline	complines
complot	complotted|complots|complotting
comply	complying|complies|complied
component	components
composant	composants
compose	composed|composing|composes
composite	composited|composites|compositing
compositor	compositors
compotator	compotators
compote	compotes
compound	compounding|compounds|compounded
compounder	compounders
compounding	compoundings
comprador	compradors
comprehensive	comprehensives
compress	compressed|compressing|compresses
compressor	compressors
comprise	comprised|comprises|comprising
compromise	compromised|compromises|compromising
compromiser	compromisers
comptroller	comptrollers
compulsive	compulsives
compulsory	compulsories
compurgator	compurgators
computator	computators
compute	computed|computing|computes
computer	computers
computerise	computerising|computerises|computerised
computerist	computerists
computerize	computerized|computerizes|computerizing
computernik	computerniks
computist	computists
computor	computors
comrade	comrades|comraded|comrading
comsat	comsats
con	conning|conned|cons
concasse	concasses|concassing|concassed
concatenate	concatenated|concatenating|concatenates
concatenator	concatenators
concave	concaves|concaved|concaving
concede	conceded|conceding|concedes
conceder	conceders
conceive	conceived|conceiving|conceives
conceiver	conceivers
concentrate	concentrated|concentrating|concentrates
concentre	concentred|concentres|concentring
concept	concepts
conceptualist	conceptualists
conceptualization	conceptualizations
concerning	concernings
concertina	concertinaing|concertinaed|concertinas
concessionaire	concessionaires
concessionary	concessionaries
concessive	concessives
conch	conched|conching|conches
conche	conches
conchoid	conchoids
conchologist	conchologists
conchotome	conchotomes
conchy	conchies
concierge	concierges
conciliable	conciliables
conciliate	conciliating|conciliated|conciliates
conciliator	conciliators
concise	concised|concises|concising
conclave	conclaves
conclude	concludes|concluded|concluding
concluder	concluders
conclusion	conclusions
concocter	concocters
concoctor	concoctors
concomitant	concomitants
concord	concording|concorded|concords
concordat	concordats
concrete	concreted|concretes|concreting
concretize	concretizes|concretized|concretizing
concubine	concubines
concur	concurs|concurred|concurring
concurrent	concurrents
concuss	concusses|concussed|concussing
concussor	concussors
condemner	condemners
condensate	condensates|condensating|condensated
condense	condensing|condenses|condensed
condensery	condenseries
condescender	condescenders
condiment	condimenting|condiments|condimented
condisciple	condisciples
conditional	conditionals
conditioner	conditioners
condole	condoling|condoles|condoled
condoler	condolers
condom	condoms
condone	condoning|condoned|condones
condoner	condoners
conduce	conduced|conducing|conduces
conducer	conducers
conductance	conductances
conductometer	conductometers
conduit	conduits
condulet	condulets
condyle	condyles
cone	coning|coned|cones
confab	confabbing|confabbed|confabs
confabulate	confabulating|confabulates|confabulated
confabulator	confabulators
confection	confectioning|confections|confectioned
confectioner	confectioners
confederacy	confederacies
confederalist	confederalists
confederate	confederated|confederates|confederating
confederationist	confederationists
confer	confers|conferred|conferring
conferee	conferees
conference	conferences|conferencing|conferenced
conferral	conferrals
conferree	conferrees
conferrer	conferrers
confess	confesses|confessing|confessed
confessant	confessants
confessionist	confessionists
confidant	confidants
confidante	confidantes
confide	confided|confides|confiding
confident	confidents
confider	confiders
confiding	confidings
configurator	configurators
configure	configured|configuring|configures
confine	confining|confined|confines
confiner	confiners
confirmability	confirmabilities
confirmer	confirmers
confiscate	confiscates|confiscating|confiscated
confiscator	confiscators
confiteor	confiteors
conflate	conflates|conflated|conflating
confluence	confluences
confluent	confluents
conflux	confluxes
confocal	confocals
conformer	conformers
conformist	conformists
confound	confounding|confounds|confounded
confounder	confounders
confounding	confoundings
confrontationist	confrontationists
confronter	confronters
confrère	confrères
confuse	confuses|confusing|confused
confute	confuting|confuted|confutes
confuter	confuters
conga	congas|congaing|congaed
congee	congees|congeeing|congeed
congener	congeners
congeneric	congenerics
conger	congers
congest	congests|congesting|congested
conglobate	conglobates|conglobated|conglobating
conglomerate	conglomerated|conglomerating|conglomerates
conglomerator	conglomerators
conglutinate	conglutinates|conglutinated|conglutinating
conglutinator	conglutinators
congratulate	congratulated|congratulates|congratulating
congratulator	congratulators
congregate	congregates|congregating|congregated
congregator	congregators
congress	congressing|congressed|congresses
congruence	congruences
conic	conics
conical	conicals
conidiophore	conidiophores
conifer	conifers
conjectural	conjecturals
conjecture	conjecturing|conjectures|conjectured
conjecturer	conjecturers
conjoiner	conjoiners
conjugant	conjugants
conjugate	conjugating|conjugates|conjugated
conjugator	conjugators
conjunct	conjuncts
conjunctive	conjunctives
conjuncture	conjunctures
conjure	conjured|conjures|conjuring
conjuring	conjurings
conjuror	conjurors
conk	conks|conked|conking
conker	conkers
conn	conned|conns|conning
connecter	connecters
connective	connectives
connector	connectors
conner	conners
conning	connings
conniption	conniptions
connive	connives|connived|conniving
conniver	connivers
connotate	connotates|connotating|connotated
connotation	connotations
connote	connoting|connoted|connotes
conoid	conoids
conquerer	conquerers
conquering	conquerings
conqueror	conquerors
consanguine	consanguines
conscious	consciouses
conscribe	conscribed|conscribes|conscribing
conscript	conscripting|conscripts|conscripted
consecrate	consecrates|consecrated|consecrating
consecrator	consecrators
consenter	consenters
consequence	consequencing|consequenced|consequences
consequent	consequents
conservationist	conservationists
conservative	conservatives
conservatize	conservatized|conservatizes|conservatizing
conservatoire	conservatoires
conservator	conservators
conservatory	conservatories
conserve	conserves|conserving|conserved
conserver	conservers
considerable	considerables
considerate	considerated|considerates|considerating
considerer	considerers
considering	considerings
consignee	consignees
consigner	consigners
consignment	consignments
consignor	consignors
consist	consists|consisted|consisting
consistent	consistents
consistometer	consistometers
consistory	consistories
consociate	consociating|consociates|consociated
consolatory	consolatories
console	consoling|consoled|consoles
consoler	consolers
consolidate	consolidates|consolidating|consolidated
consolidator	consolidators
consonant	consonants
conspecific	conspecifics
conspectus	conspectuses
conspiracy	conspiracying|conspiracies|conspiracied
conspirant	conspirants
conspirator	conspirators
conspiratress	conspiratresses
conspire	conspiring|conspired|conspires
conspirer	conspirers
constable	constabled|constabling|constables
constableship	constableships
constant	constants
constellate	constellating|constellates|constellated
constellation	constellations
consternate	consternating|consternates|consternated
constipate	constipated|constipating|constipates
constituency	constituencies
constituent	constituents
constitute	constituting|constitutes|constituted
constituter	constituters
constitution	constitutions
constitutionalist	constitutionalists
constitutionalize	constitutionalizing|constitutionalizes|constitutionalized
constitutor	constitutors
constrainer	constrainers
constrictor	constrictors
constringe	constringing|constringed|constringes
construct	constructing|constructs|constructed
constructer	constructers
constructing	constructings
constructionist	constructionists
constructivist	constructivists
constructor	constructors
construe	construes|construing|construed
consubstantialist	consubstantialists
consubstantiate	consubstantiates|consubstantiating|consubstantiated
consubstantiation	consubstantiations
consuetudinary	consuetudinaries
consul	consuls
consulage	consulages
consulate	consulates
consult	consulted|consults|consulting
consultant	consultants
consultantship	consultantships
consulter	consulters
consumable	consumables
consume	consumes|consumed|consuming
consumer	consumers
consumerist	consumerists
consuming	consumings
consummate	consummated|consummates|consummating
consummator	consummators
consumptive	consumptives
container	containers
containerize	containerized|containerizing|containerizes
containing	containings
contaminant	contaminants
contaminate	contaminated|contaminating|contaminates
contaminator	contaminators
contemner	contemners
contemplate	contemplates|contemplating|contemplated
contemplative	contemplatives
contemplator	contemplators
contemporary	contemporaries
contemporise	contemporises|contemporised|contemporising
contemporize	contemporizes|contemporized|contemporizing
contender	contenders
contestant	contestants
contester	contesters
contexture	contextured|contextures|contexturing
continent	continents
continental	continentals
continentalist	continentalists
contingent	contingents
continuant	continuants
continuative	continuatives
continue	continuing|continues|continued
continued	continueds
continuer	continuers
continuo	continuos
contorniate	contorniates
contortionist	contortionists
contour	contoured|contours|contouring
contra	contras
contrabandist	contrabandists
contrabass	contrabasses
contrabassist	contrabassists
contraceptive	contraceptives
contract	contracts|contracting|contracted
contractor	contractors
contradicter	contradicters
contradictor	contradictors
contradictory	contradictories
contradistinction	contradistinctions
contradistinguish	contradistinguishes|contradistinguishing|contradistinguished
contraflow	contraflows
contraindicate	contraindicates|contraindicated|contraindicating
contraindication	contraindications
contralateral	contralaterals
contrapositive	contrapositives
contraption	contraptions
contrapuntist	contrapuntists
contrariant	contrariants
contrary	contraries|contraried|contrarying
contravallation	contravallations
contravariant	contravariants
contravene	contravened|contravenes|contravening
contravener	contraveners
contrecoup	contrecoups
contribute	contributed|contributes|contributing
contributor	contributors
contrite	contrites
contrivance	contrivances
contrive	contrived|contrives|contriving
contriver	contrivers
control	controlled|controls|controlling
controllable	controllables
controller	controllers
controlling	controllings
controversialist	controversialists
controvertist	controvertists
contuse	contused|contuses|contusing
convalesce	convalesced|convalescing|convalesces
convalescent	convalescents
convallaria	convallarias
convector	convectors
convene	convened|convenes|convening
convener	conveners
convenience	convenienced|conveniences|conveniencing
convenor	convenors
convent	convented|convents|conventing
conventicle	conventicling|conventicled|conventicles
convention	conventions
conventional	conventionals
conventionalist	conventionalists
conventionalize	conventionalizes|conventionalizing|conventionalized
conventioneer	conventioneers
conventual	conventuals
converge	converging|converged|converges
converging	convergings
conversant	conversants
conversationalist	conversationalists
conversationist	conversationists
converse	conversed|converses|conversing
converser	conversers
convert	converts|converted|converting
converter	converters
convertible	convertibles
convex	convexes
conveyance	conveyanced|conveyancing|conveyances
conveyancer	conveyancers
conveyer	conveyers
conveyor	conveyors
convict	convicting|convicted|convicts
convince	convincing|convinced|convinces
convincer	convincers
convive	convives|convived|conviving
convocate	convocating|convocates|convocated
convoke	convoked|convokes|convoking
convoker	convokers
convolute	convoluted|convoluting|convolutes
convolve	convolves|convolved|convolving
convoy	convoyed|convoys|convoying
convulsant	convulsants
convulse	convulses|convulsing|convulsed
convulsion	convulsions
cony	conies
coo	cooed|cooing|coos
cooer	cooers
cook	cooking|cooked|cooks
cookbook	cookbooks
cooker	cookers
cookie	cookieing|cookied|cookies
cookroom	cookrooms
cooky	cookies
cool	cooler|coolest
coolhouse	coolhouses
coolie	coolies
cooling	coolings
coolometer	coolometers
coolship	coolships
coom	cooms|cooming|coomed
coomb	coombs
coon	cooned|cooning|coons
coop	cooped|cooping|coops
cooper	coopered|coopering|coopers
cooperate	cooperating|cooperated|cooperates
cooperative	cooperatives
coordinate	coordinated|coordinates|coordinating
coordinator	coordinators
coot	coots
cootie	cooties
cop	copping|copped|cops
coparcener	coparceners
copartner	copartnering|copartners|copartnered
copartnery	copartneries
cope	coped|copes|coping
copeck	copecks
copemate	copemates
copepod	copepods
coper	copers
copier	copiers
coping	copings
copolymer	copolymers
copolymerization	copolymerizations
copolymerize	copolymerizing|copolymerized|copolymerizes
copper	coppered|coppering|coppers
copperhead	copperheads
coppering	copperings
copperplate	copperplating|copperplated|copperplates
coppersmith	coppersmiths
coppice	coppices|coppiced|coppicing
copple	copples
coprocessor	coprocessors
coproduce	coproduced|coproducing|coproduces
coproducer	coproducers
coprolite	coprolites
coprolith	coproliths
coprophyte	coprophytes
coproporphyrin	coproporphyrins
copse	copsed|copsing|copses
copter	copters|coptered|coptering
copulate	copulated|copulating|copulates
copulative	copulatives
copy	copied|copying|copies
copycat	copycats|copycatted|copycatting
copyholder	copyholders
copyist	copyists
copyreader	copyreaders
copyrightable	copyrightables
copyrighter	copyrighters
copywriter	copywriters
coquet	coquets|coquetted|coquetting
coquette	coquettes|coquetted|coquetting
coquille	coquilles
cor	cors
coracoid	coracoids
coralline	corallines
corallite	corallites
coralloid	coralloids
corbeil	corbeils
corbel	corbels|corbelled|corbelling
corbelling	corbellings
corbie	corbies
cordal	cordals
cordectomy	cordectomies
cordial	cordials
cordillera	cordilleras
cordon	cordoned|cordons|cordoning
cordopexy	cordopexies
cordotomy	cordotomies
cordwainer	cordwainers
core	cores|cored|coring
corelation	corelations
coresidual	coresiduals
coring	corings
corinthian	corinthians
corival	corivals
cork	corked|corks|corking
corkboard	corkboards
corker	corkers
corkscrew	corkscrews|corkscrewing|corkscrewed
corkwood	corkwoods
corky	corkier|corkies|corkiest
corm	corms
cormorant	cormorants
corn	corned|corning|corns
cornball	cornballs
cornea	corneas
cornel	cornels
corner	cornering|cornered|corners
cornering	cornerings
cornerstone	cornerstones
cornet	cornets
cornetist	cornetists
cornflower	cornflowers
cornice	corniced|cornices|cornicing
corniche	corniches
cornicle	cornicles
cornish	cornishes
cornmill	cornmills
cornopean	cornopeans
corny	corniest|cornier
corollet	corollets
corona	coronas|coronaed|coronaing
coronal	coronals
coronary	coronaries
coronate	coronated|coronates|coronating
coronation	coronations
coroner	coroners
coronership	coronerships
coronet	coronets
coronion	coronions
coronoid	coronoids
corotate	corotates|corotating|corotated
corotation	corotations
coroutine	coroutines
corozo	corozos
corporal	corporals
corporate	corporates|corporating|corporated
corporation	corporations
corporatist	corporatists
corporator	corporators
corporealist	corporealists
corporealize	corporealizes|corporealizing|corporealized
corposant	corposants
corpse	corpsing|corpses|corpsed
corpuscle	corpuscles
corpuscularian	corpuscularians
corpuscule	corpuscules
corrade	corraded|corrading|corrades
corral	corralling|corralled|corrals
corrective	correctives
corrector	correctors
corregidor	corregidors
correlate	correlated|correlates|correlating
correlative	correlatives
correlator	correlators
correspondent	correspondents
corresponding	correspondings
corridor	corridors
corrie	corries
corrival	corrivalling|corrivalled|corrivals
corroborant	corroborants
corroborate	corroborated|corroborating|corroborates
corroborative	corroboratives
corroborator	corroborators
corroboree	corroborees
corrode	corroded|corrodes|corroding
corrodent	corrodents
corrody	corrodies
corrosive	corrosives
corrugate	corrugating|corrugated|corrugates
corrugator	corrugators
corrupter	corrupters
corruptible	corruptibles
corruptor	corruptors
corsage	corsages
corsair	corsairs
corse	corses
corselet	corselets
corset	corseting|corsets|corseted
corsetiere	corsetieres
corslet	corslets
corticoid	corticoids
corticosteroid	corticosteroids
cortile	cortiles
cortège	cortèges
coruscate	coruscating|coruscated|coruscates
corve	corves
corvette	corvettes
corvée	corvées
corymb	corymbs
coryphée	coryphées
cos	coses
cose	cosed|coses|cosing
cosecant	cosecants
coseismal	coseismals
coset	cosets
cosh	coshing|coshes|coshed
cosignatory	cosignatories
cosine	cosines
cosmetic	cosmetics
cosmetician	cosmeticians
cosmetologist	cosmetologists
cosmodrome	cosmodromes
cosmogonist	cosmogonists
cosmographer	cosmographers
cosmologist	cosmologists
cosmonaut	cosmonauts
cosmopolitan	cosmopolitans
cosmopolitanise	cosmopolitanises|cosmopolitanised|cosmopolitanising
cosmopolitanize	cosmopolitanized|cosmopolitanizes|cosmopolitanizing
cosmopolite	cosmopolites
cosolvent	cosolvents
cossack	cossacks
cosset	cosseting|cosseted|cossets
cossie	cossies
cost	costs|costing
costard	costards
coster	costers
costermonger	costermongers
costing	costings
costly	costlier|costliest
costume	costumed|costuming|costumes
costumier	costumiers
cosy	cosiest|cosier|cosies
cot	cots
cotangent	cotangents
cote	coted|coting|cotes
cotenant	cotenants
coterie	coteries
cotillion	cotillioning|cotillions|cotillioned
cotillon	cotillons
cotoneaster	cotoneasters
cotta	cottas
cottage	cottaging|cottaged|cottages
cottager	cottagers
cottar	cottars
cotter	cottering|cottered|cotters
cotyledon	cotyledons
cotylosaur	cotylosaurs
couch	couched|couching|couches
coucher	couchers
couchette	couchettes
couching	couchings
cougar	cougars
cough	coughing|coughs|coughed
coughing	coughings
could	coulds
coulee	coulees
coulisse	coulisses
couloir	couloirs
coulomb	coulombs
coulombmeter	coulombmeters
coulometer	coulometers
coulter	coulters
council	councils
counsel	counsels|counselled|counselling
counselee	counselees
counsellor	counsellors
count	counts|counted|counting
countdown	countdowns|countdowning|countdowned
countenance	countenancing|countenances|countenanced
countenancer	countenancers
counter	countered|countering|counters
counteract	counteracted|counteracting|counteracts
counteraction	counteractions
counterbalance	counterbalancing|counterbalances|counterbalanced
counterbalancing	counterbalancings
counterblast	counterblasts
counterblow	counterblows
counterbore	counterbored|counterboring|counterbores
counterboring	counterborings
counterbrace	counterbraced|counterbraces|counterbracing
counterbuff	counterbuffing|counterbuffed|counterbuffs
countercharge	countercharges|countercharging|countercharged
countercheck	counterchecks|counterchecking|counterchecked
counterclaim	counterclaimed|counterclaims|counterclaiming
countercurrent	countercurrents
counterdie	counterdies
counterextension	counterextensions
counterface	counterfaces
counterfeit	counterfeited|counterfeiting|counterfeits
counterfeiter	counterfeiters
counterfeiting	counterfeitings
counterfoil	counterfoils
counterforce	counterforces
counterfort	counterforts
counterlath	counterlaths
countermand	countermands|countermanded|countermanding
countermarch	countermarched|countermarching|countermarches
countermark	countermarking|countermarked|countermarks
countermeasure	countermeasures
countermine	countermines|countermining|countermined
countermove	countermoves|countermoving|countermoved
countermure	countermuring|countermured|countermures
counterpane	counterpanes
counterpart	counterparts|counterparting|counterparted
counterparty	counterparties
counterplot	counterplotted|counterplotting|counterplots
counterpoint	counterpoints|counterpointing|counterpointed
counterpoise	counterpoises|counterpoising|counterpoised
counterpoison	counterpoisons
counterpressure	counterpressured|counterpressures|counterpressuring
counterpunch	counterpunched|counterpunches|counterpunching
counterrevolution	counterrevolutions
counterscarp	counterscarps
countershaft	countershafts
countersign	countersigns|countersigned|countersigning
countersignal	countersignalled|countersignalling|countersignals
countersignature	countersignatures
countersigner	countersigners
countersink	countersinks|countersunk|countersinking|countersank
counterspy	counterspies
counterstain	counterstains|counterstained|counterstaining
counterstand	counterstands
countertenor	countertenors
counterview	counterviews
counterweight	counterweighted|counterweighting|counterweights
counterwind	counterwinds
countess	countesses
countrify	countrified|countrifying|countrifies
country	countries
coup	coups|couped|couping
coupe	coupes
couple	coupling|coupled|couples
coupler	couplers
couplet	couplets
coupling	couplings
coupon	couponed|couponing|coupons
courage	couraged|couraging|courages
courbaril	courbarils
courgette	courgettes
courier	couriering|couriered|couriers
course	courses|coursing|coursed
court	courts|courting|courted
courter	courters
courtesan	courtesans
courtesy	courtesying|courtesies|courtesied
courtezan	courtezans
courthouse	courthouses
courtly	courtlier|courtliest
courtroom	courtrooms
courtside	courtsides
courtyard	courtyards
cousin	cousins
couturier	couturiers
couveuse	couveuses
covalence	covalences
covalency	covalencies
covariance	covariances
covariant	covariants
covariation	covariations
cove	coved|coves|coving
coven	covens
covenant	covenanting|covenanted|covenants
covenantee	covenantees
covenanter	covenanters
covenantor	covenantors
covent	covents
coventrate	coventrating|coventrated|coventrates
coverer	coverers
coverglass	coverglasses
coverlet	coverlets
coverlid	coverlids
coverslip	coverslips|coverslipped|coverslipping
coverstrip	coverstrips
covert	coverts
coveter	coveters
covey	coveying|coveyed|coveys
coving	covings
cow	cowed|cows|cowing
cowalker	cowalkers
coward	cowarding|cowarded|cowards
cowboy	cowboying|cowboys|cowboyed
cowgirl	cowgirls|cowgirled|cowgirling
cowhand	cowhands
cowheel	cowheels
cowherd	cowherds
cowl	cowling|cowls|cowled
cowlick	cowlicks
cowling	cowlings
coworker	coworkers
cowpea	cowpeas
cowrie	cowries
cowshed	cowsheds
cowslip	cowslips
cowy	cowier|cowiest
cox	coxed|coxing|coxes
coxalgia	coxalgias
coxcomb	coxcombs
coxswain	coxswaining|coxswained|coxswains
coxy	coxier|coxiest
coy	coyer|coyed|coys|coying|coyest
coyote	coyoteing|coyotes|coyoted
coze	cozes
cozener	cozeners
cozy	cozied|cozier|coziest|cozying|cozies
crab	crabbing|crabbed|crabs
crabber	crabbers
crabby	crabbier|crabbiest
crackajack	crackajacks
crackbrain	crackbrains
cracker	crackers
cracking	crackings
crackle	crackled|crackles|crackling
crackly	crackliest|cracklier
cracknel	cracknels
crackpot	crackpots
cracky	crackier|crackiest|crackies
cracovian	cracovians
cradle	cradling|cradles|cradled
cradler	cradlers
cradling	cradlings
crafter	crafters
crafty	craftier|craftiest
crag	crags
craggy	craggiest|craggier
crake	craking|craked|crakes
cram	cramming|crams|crammed
crammer	crammers
cramping	crampings
crampon	cramponning|cramponned|crampons
cran	crans
cranberry	cranberries
cranch	cranches|cranched|cranching
crane	craned|craning|cranes
cranesbill	cranesbills
craniate	craniates
craniectomy	craniectomies
cranioclast	cranioclasts
craniograph	craniographs
craniometer	craniometers
craniotomy	craniotomies
crank	crankest|cranker|cranked|cranks|cranking
crankcase	crankcases
cranker	crankers
cranking	crankings
crankle	crankles|crankling|crankled
crankshaft	crankshafts
cranky	crankier|crankiest
cranny	crannies|crannied|crannying
crap	craps|crappest|crapping|crapped|crapper
crape	craping|crapes|craped
crapper	crappers
crappy	crappiest|crappier
crapshooter	crapshooters
crash	crashing|crashed|crashes
crasher	crashers
crass	crassest|crasser
crassula	crassulas
cratch	cratched|cratches|cratching
crate	crates|crating|crated
crater	cratered|cratering|craters
cratering	craterings
craterlet	craterlets
craton	cratons
cravat	cravats|cravatted|cravatting
crave	craved|craving|craves
craven	cravens|cravened|cravening
craver	cravers
craving	cravings
craw	crawed|craws|crawing
crawfish	crawfished|crawfishing|crawfishes
crawl	crawled|crawls|crawling
crawler	crawlers
crawling	crawlings
crawly	crawlier|crawliest
crayfish	crayfishes|crayfishing|crayfished
crayon	crayons|crayoning|crayoned
crayonist	crayonists
craze	crazes|crazed|crazing
crazy	crazier|craziest
creak	creaking|creaks|creaked
creaky	creakiest|creakier
creamer	creamers
creamery	creameries
creamy	creamier|creamies|creamiest
crease	creased|creases|creasing
creaser	creasers
creasing	creasings
creasote	creasotes|creasoted|creasoting
creasy	creasiest|creasier
create	creates|created|creating
creatinase	creatinases
creature	creatures
creche	creches
credence	credenced|credencing|credences
crediting	creditings
creditor	creditors
creed	creeds|creeding|creeded
creel	creeling|creeled|creels
creep	creeps|crept|creeping
creeper	creepers
creeping	creepings
creepy	creepier|creepiest
creese	creeses|creesing|creesed
cremaster	cremasters
cremate	cremated|cremating|cremates
cremator	cremators
crematory	crematories
cremocarp	cremocarps
crenate	crenates
crenelate	crenelated|crenelates|crenelating
crenelation	crenelations
crenellate	crenellated|crenellating|crenellates
crenelle	crenelles
creole	creoles
creosote	creosotes|creosoted|creosoting
crepe	creped|crepes|creping
crepitate	crepitates|crepitated|crepitating
crepuscle	crepuscles
crescendo	crescendoes|crescendoing|crescendoed
crescent	crescenting|crescents|crescented
cresset	cressets
crest	cresting|crests|crested
cretin	cretins
cretinize	cretinizing|cretinizes|cretinized
cretinoid	cretinoids
crevasse	crevasses|crevassed|crevassing
crevice	crevicing|creviced|crevices
crew	crews|crewing|crewed
crewel	crewelling|crewels|crewelled
crib	cribs|cribbing|cribbed
cribber	cribbers
cribble	cribbles|cribbled|cribbling
crick	cricking|cricks|cricked
cricket	crickets|cricketed|cricketing
cricketeer	cricketeers
cricketer	cricketers
cricoid	cricoids
cricotomy	cricotomies
crier	criers
crime	crimes|crimed|criming
criminal	criminals
criminalist	criminalists
criminate	criminating|criminates|criminated
criminologist	criminologists
crimp	crimping|crimps|crimped
crimper	crimpers
crimping	crimpings
crimple	crimples|crimpled|crimpling
cringe	cringing|cringes|cringed
cringing	cringings
cringle	cringled|cringling|cringles
crinite	crinites
crinkle	crinkled|crinkling|crinkles
crinkly	crinklies
crinoid	crinoids
criollo	criollos
cripple	cripples|crippled|crippling
crippler	cripplers
crippling	cripplings
crisp	crisps|crisping|crisper|crisped|crispest
crispation	crispations
crisper	crispers
crispness	crispnesses
crispy	crispier|crispiest|crispies
criterium	criteriums
critic	criticking|criticked|critics
critical	criticals
criticise	criticised|criticises|criticising
criticize	criticized|criticizing|criticizes
criticizer	criticizers
critique	critiquing|critiques|critiqued
croak	croaked|croaks|croaking
croaker	croakers
croaky	croakier|croakiest
crochet	crochets|crocheted|crocheting
crock	crocks|crocking|crocked
crocket	crockets
crocodile	crocodiled|crocodiling|crocodiles
crocodilian	crocodilians
croft	crofts|crofted|crofting
crofter	crofters
croissant	croissants
crone	crones
crony	cronies
crook	crooked|crooking|crooker|crookest|crooks
crookback	crookbacks
crooking	crookings
croon	crooning|crooned|croons
crooner	crooners
crop	cropped|cropping|crops
cropful	cropfuls
cropper	croppers
cropping	croppings
croppy	croppies
