opener	openers
conducting	conduct|conducts|conducted
chortler	chortlers
gazpacho	gazpachos
dentate	dentated
rote	rotes
clotted	clot|clots|clotting
authorise	authorising|authorised
octodecimo	octodecimos
ulceration	ulcerations
bogeyman	bogeymen
sunshade	sunshades
titillation	titillations
pessimist	pessimists
grudging	grudges|grudged|grudge
shetland	shetlands
chipmunk	chipmunks
carbinol	carbinols
interception	interceptions
tracking	trackings|track|tracked|tracks
fay	fayed|faying|fays
reformation	reformations
suffocate	suffocates|suffocated|suffocating
dishevel	dishevels|dishevelling|dishevelled
epistyle	epistyles
thirst	thirsts|thirsted|thirsting
velour	velours
loach	loaches
interject	interjects|interjecting|interjected
ascolichens	ascolichen
links	linking|link|linked
chaffer	chaffered|chaffers|chaffering
evacuee	evacuees
woodpile	woodpiles
catching	catches|catch|caught
louden	loudens|loudened|loudening
disciplinarian	disciplinarians
gaberdine	gaberdines
checkpoint	checkpoints|checkpointed|checkpointing
mil	milling|milled|mils
foison	foisons
stirk	stirks
geodynamics	geodynamic
crofting	croft|crofts
jaggery	jaggeries
gallon	gallons
scotsman	scotsmen
incoordinate	incoordinated
vomitting	vomiting|vomited|vomits|vomit
mammy	mammies
salpinx	salpinges
fission	fissioned|fissions|fissioning
poignancy	poignancies
precipitation	precipitations
tike	tikes
waterproof	waterproofing|waterproofs|waterproofed
cypher	cyphered|cyphering|cyphers
christianize	christianizes|christianized|christianizing
preventive	preventives
congest	congesting|congests|congested
epitaph	epitaphs
outreach	outreached|outreaches|outreaching
tinselled	tinselling|tinsel|tinsels
wrangler	wranglers
alchemy	alchemies
misquote	misquoting|misquotes|misquoted
relievo	relievos
coumarin	coumarins
debauchery	debaucheries
expediter	expediters
bauble	baubling|baubles
diploidy	diploidies
unblocking	unblocks|unblocked|unblock
iceblink	iceblinks
gluttonize	gluttonizing|gluttonized
voluted	volutes|volute
primates	primate
begotten	begetting|begets|beget|begot
trommel	trommels
interview	interviews|interviewing|interviewed
distraught	distraughted
clavate	clavated
litchi	litchis
dynasty	dynasties
vantage	vantages
bilabial	bilabials
electrodialysis	electrodialyses
mus	muss|mu
slosh	sloshed|sloshes|sloshing
copyholder	copyholders
signing	signs|signed|sign
mitosis	mitoses
clasper	claspers
silex	silexes
abscission	abscissions
pretence	pretenced|pretences
evaluator	evaluators
resection	resections
debauched	debauches|debauch|debauching
stall	stalled|stalling|stalls
acrobatic	acrobatics
qr	qrs
bedtime	bedtimes
stratify	stratifies|stratifying|stratified
sympathise	sympathised|sympathising
anagnorisis	anagnorises
unsurprising	unsurprise|unsurprised
spectator	spectators
greening	greened|greenings|green|greens
finnic	finnicking
opsin	opsins
hooch	hooches
reecho	reechoed|reechoing|reechoes
uncage	uncaging|uncages|uncaged
durable	durables
duty	duties|dutied
flamenco	flamencos
jocundity	jocundities
blesbok	blesboks
parachutist	parachutists
cathartic	cathartics
eliminate	eliminates|eliminated|eliminating
powers	powering|power|powered
wishing	wish|wished|wishes
aussie	aussies
prep	preps|prepping|prepped
deceleration	decelerations
misalliance	misalliances
tyrannizer	tyrannizers
eligible	eligibles
pris	priss|pried
pollster	pollsters
instituter	instituters
gargle	gargles|gargling|gargled
honours	honour|honouring|honoured
stretch	stretches|stretched|stretching
unaccompanied	unaccompanying
galea	galeas
oestriol	oestriols
paver	pavers
ethene	ethenes
dixies	dixy
surbased	surbase|surbases
undescried	undescrying
controversy	controversies
cassava	cassavas
anaclastic	anaclastics
sameness	samenesses
accommodation	accommodations
outsize	outsizes|outsized
illustrate	illustrated|illustrating|illustrates
violet	violets
hippodrome	hippodromes
spaniel	spaniels
article	articled|articles|articling
hydrotherapy	hydrotherapies
whiskered	whisker|whiskers
fusion	fusions
metaphor	metaphors
han	hans
incus	incuss
zootechnics	zootechnic
dallier	dalliers
internetwork	internetworks|internetworking
gyration	gyrations
machinate	machinating|machinated
succor	succors
elute	eluting|eluted|elutes
expunge	expunging|expunged|expunges
kickshaw	kickshaws
mortal	mortals
dominion	dominions
officer	officers|officered|officering
artiness	artinesses
herborize	herborizing|herborized
prosecuting	prosecute|prosecuted|prosecutes
distaste	distasting|distastes|distasted
secession	secessions
tympan	tympans
salty	salties
fifer	fifers
kinetics	kinetic
baron	barons
roustabout	roustabouts
antiliberal	antiliberals
fluttering	fluttered|flutter|flutters
letter	letters|lettering|lettered
airscrew	airscrews
takers	taker
compound	compounds|compounded|compounding
dissident	dissidents
swatter	swatters
stemming	stems|stemmed|stem
pastry	pastries
deciding	decides|decide|decided
sixteenmo	sixteenmos
rollmop	rollmops
fact	facts
birthright	birthrights
catharsis	catharses
indicative	indicatives
join	joins|joined|joining
premeditated	premeditating|premeditates|premeditate
celing	cele
abashed	abash|abashes|abashing
bigamy	bigamies
stang	stanging|stanged|stangs
living	livings|lives|lived|live
ventilating	ventilate|ventilated|ventilates
counterbalance	counterbalances|counterbalanced|counterbalancing
unguent	unguents
buffering	buffed|buffing|buffer|buffs
footrest	footrests
jock	jocks
discolor	discolors
driving	drives|drove|driven|drive
kelpie	kelpies
begetter	begetters
streamliner	streamliners
bakehouse	bakehouses
diarist	diarists
anointment	anointments
weds	wedded|wed|wedding
byelorussian	byelorussians
try	trying|tried|tries
pencilled	pencilling|pencils|pencil
donatory	donatories
belfry	belfries|belfried
dotted	dots|dot|dotting
curt	curted
hillside	hillsides
indumentum	indumentums
hearten	heartens|heartening|heartened
objection	objections
unshocked	unshocking
bluff	bluffs|bluffed|bluffing
razor	razors
delphinium	delphiniums
breastbone	breastbones
deciliter	deciliters
quibble	quibbles|quibbling|quibbled
imprecate	imprecates|imprecating|imprecated
choke	choking|choked|chokes
malediction	maledictions
dearth	dearths
recoin	recoining|recoined|recoins
downhaul	downhauls
ditty	dittying|dittied|ditties
danger	dangers
stance	stances
signor	signors
decryption	decryptions
parallax	parallaxes
mollycoddle	mollycoddling|mollycoddled|mollycoddles
radiotherapist	radiotherapists
salinity	salinities
purge	purges|purged|purging
swore	swear|sworn|swears|swearing
trusty	trusties
tissued	tissuing|tissue|tissues
ecotone	ecotones
ungag	ungagged|ungagging
autacoid	autacoids
lid	lidding|lidded|lids
klystron	klystrons
uncredited	uncrediting
jaguarundi	jaguarundis
disprove	disproves|disproved|disproving
bally	ballies
unclosed	unclose|unclosing|uncloses
blowzed	blowze|blowzing
impulsion	impulsions
coroutine	coroutines
equity	equities
roughness	roughnesses
controller	controllers
syndesmosis	syndesmoses
ogam	ogams
stability	stabilities
phallic	phallics
kaleyard	kaleyards
cuff	cuffed|cuffing|cuffs
weapon	weapons
yardage	yardages
anaglyptic	anaglyptics
priorate	priorates
interlineation	interlineations
toasting	toasted|toasts|toast
exterminator	exterminators
resin	resining|resins|resined
collop	collops
obligee	obligees
indicate	indicates|indicating|indicated
earn	earned|earning|earns
underdressed	underdress|underdressing|underdresses
sync	syncing|syncs|synced
intelligence	intelligences|intelligenced|intelligencing
psychometrics	psychometric
damned	damn|damns|damning
battler	battlers
scobs	scob
varnish	varnished|varnishes|varnishing
stillbirth	stillbirths
hat	hats|hatting|hatted
waistband	waistbands
cuddle	cuddling|cuddles|cuddled
gneissis	gneisses
shrill	shrills|shrilled|shrilling
unavailing	unavailed
sounding	sounds|soundings|sounded|sound
answerer	answerers
resource	resources
galop	galops
sympathy	sympathies
grovel	grovelled|grovels|grovelling
grooved	groove|grooves|grooving
incarnation	incarnations
gloxinia	gloxinias
hybridization	hybridizations
rudiment	rudiments
enforce	enforces|enforced|enforcing
detailer	detailers
reflexive	reflexives
beater	beaters
peeler	peelers
poaching	poached|poaches|poach
muckle	muckles
outlawry	outlawries
benjamin	benjamins
deity	deities
await	awaits|awaiting|awaited
retiling	retiled|retile
overburning	overburned|overburn
allottee	allottees
spinage	spinages
terebra	terebras
burbler	burblers
tailpipe	tailpipes
curler	curlers
pow	pows
cornicle	cornicles
inlander	inlanders
imperialize	imperializing|imperialized
inquire	inquires|inquired|inquiring
caudillo	caudillos
review	reviewed|reviews|reviewing
cupule	cupules
stickle	stickling|stickled|stickles
formalism	formalisms
pyramiding	pyramid|pyramided|pyramids
universal	universals
interval	intervalling|intervalled|intervals
bds	bd
cash	cashes|cashing|cashed
f	fed|fs
partook	partaken|partaking|partake|partakes
candy	candies|candied|candying
hejira	hejiras
psychologize	psychologized|psychologizing
gilding	gildings|gild|gilt|gilds
vein	veining|veins|veined
lyricist	lyricists
buy	buying|buys|bought
isomorph	isomorphs
hin	hins
finagle	finagles|finagling|finagled
brindle	brindles|brindled
merrymaker	merrymakers
mafia	mafias
damp	damped|damping|damps
foster	fostering|fosters|fostered
gallivant	gallivanting|gallivants|gallivanted
pedlar	pedlars
bleeder	bleeders
unnourishing	unnourished
whin	whins
demobilise	demobilising|demobilised
megawatt	megawatts
psychotic	psychotics
epicenter	epicenters
electrolysis	electrolyses
fallen	fall|fell|falling|falls
englishwoman	englishwomen
belongings	belonging
whaler	whalers
pres	pred|press|pre
shirt	shirting|shirts
bathroom	bathrooms|bathroomed
remonstrator	remonstrators
unrumple	unrumpled
inquiring	inquires|inquired|inquire
ambuscade	ambuscades|ambuscaded|ambuscading
rouge	rouging|rouges|rouged
abnegator	abnegators
hake	hakes
racetrack	racetracks
passerine	passerines
kanji	kanjis
kinescope	kinescopes|kinescoping|kinescoped
interpolator	interpolators
imbedding	imbeds|imbedded|imbed
pity	pities|pitying|pitied
radiometer	radiometers
vanity	vanitied|vanities
selfhood	selfhoods
besought	beseech|beseeching|beseeches
drooping	drooped|droops|droop
rootlet	rootlets
stalker	stalkers
uninjured	uninjuring
patroller	patrollers
bookmobile	bookmobiles
unlink	unlinks|unlinking|unlinked
diffuse	diffuses|diffusing|diffused
ooze	oozing|oozed|oozes
anaconda	anacondas
brittle	brittling|brittles|brittled
lariat	lariats|lariating|lariated
vaccinate	vaccinating|vaccinates|vaccinated
mapping	maps|mappings|map|mapped
selenide	selenides
byword	bywords
unbe	unbed
welding	weld|welded|welds
opprobrium	opprobriums
shakespearean	shakespeareans
secluded	seclude|secluding|secludes
temper	tempering|tempered|tempers
feticide	feticides
grading	grades|grade|graded|gradings
naked	nake
phalanstery	phalansteries
overfed	overfeeds|overfeeding|overfeed
aerostatics	aerostatic
uncomprehended	uncomprehend|uncomprehending
elevate	elevating|elevated|elevates
osmics	osmic
mutilator	mutilators
undulation	undulations
continuum	continuums
oleate	oleates
periwigged	periwig|periwigs
burlesque	burlesqued|burlesquing|burlesques
ingress	ingresses
unnourished	unnourishing
almsman	almsmen
archipelago	archipelagos
nanism	nanisms
cancan	cancans
erratics	erratic
archil	archils
falderal	falderals
stroboscope	stroboscopes
celebrant	celebrants
dusk	dusks|dusking|dusked
nucleolus	nucleoli
revolt	revolting|revolts|revolted
sliver	slivers|slivered|slivering
spiloma	spilomas
totalizator	totalizators
burler	burlers
pecan	pecans
counterplot	counterplotted|counterplotting
order	orders|ordering|ordered
acuminate	acuminated|acuminating
caretaker	caretakers
physicist	physicists
croft	crofting|crofts
pathetics	pathetic
biff	biffs|biffed|biffing
cruet	cruets
dollop	dollops
avatar	avatars
debit	debited|debits|debiting
moviemaker	moviemakers
pastel	pastels
commix	commixes|commixing|commixed
yachtsman	yachtsmen
cesarian	cesarians
midway	midways
bordello	bordellos
wo	woes|wos
unfancied	unfancy
unadmitted	unadmitting
brainwashing	brainwashed|brainwash|brainwashes
upset	upsets|upsetting
renowned	renowning|renown|renowns
avifauna	avifaunas
sciamachy	sciamachies
mishmash	mishmashes
groove	grooved|grooves|grooving
frilling	frills|frillings|frilled|frill
koan	koans
flunkey	flunkeys
trampoliner	trampoliners
euglena	euglenas
descry	descries|descrying|descried
impropriate	impropriated|impropriating
decompress	decompressing|decompresses|decompressed
oust	ousts|ousted|ousting
incitant	incitants
end	ends|ending|ended
unmastered	unmaster
whaleman	whalemen
gleanings	gleaning
heckler	hecklers
chirk	chirking|chirked|chirks
hendecahedron	hendecahedrons
escheat	escheated|escheating|escheats
linen	linens
polymerize	polymerizing|polymerizes|polymerized
thill	thills
drawler	drawlers
cursed	cursing|curst|curse|curses
acoustics	acoustic
winglet	winglets
salmonberry	salmonberries
agama	agamas
federalise	federalised|federalising
solidify	solidified|solidifies|solidifying
soakage	soakages
scooper	scoopers
tunic	tunicked|tunics
archduchess	archduchesses
cant	canting|cants|canted
uncalculated	uncalculating
strake	straked|strakes
detonator	detonators
skite	skites|skited|skiting
civilize	civilizing|civilizes|civilized
clarity	clarities
dune	dunes
shipwright	shipwrights
extractor	extractors
legalization	legalizations
undetermined	undetermining
motivation	motivations
cancellation	cancellations
enlargement	enlargements
scatophagy	scatophagies
fist	fisted|fists|fisting
owlery	owleries
want	wanting|wanted|wants
rentiers	rentier
bibliography	bibliographies
decorate	decorated|decorates|decorating
corselet	corselets
obe	obes
uncemented	uncement|uncementing
associated	associate|associating|associates
flows	flow|flowed|flowing
imperative	imperatives
paideutic	paideutics
hypotenuse	hypotenuses
precept	precepts
asphyxy	asphyxied|asphyxies
martingale	martingales
scrivener	scriveners
fleering	fleers|fleered|fleer
metre	metres|metring|metred
alb	albs
bestir	bestirred|bestirs|bestirring
crouton	croutons
foregoer	foregoers
fossil	fossils
cyborg	cyborgs
shriven	shriving|shrove|shrive|shrives
pippin	pippins
hereabout	hereabouts
perceived	perceiving|perceive|perceives
unenterprising	unenterprised|unenterprise
skivvies	skivvy
primitive	primitives
medial	medials
pacemaking	pacemake
amphigouri	amphigouris
pulp	pulps|pulped|pulping
cannery	canneries
metrology	metrologies
avocation	avocations
polyp	polyps
initiale	initialed|initialing
clownery	clowneries
nauseate	nauseates|nauseated|nauseating
crinkle	crinkling|crinkled|crinkles
unfleshed	unflesh
designation	designations
padshah	padshahs
androgyny	androgynies
disciple	discipling|discipled|disciples
lupin	lupins
marlinespike	marlinespikes
chloroform	chloroforms|chloroforming|chloroformed
oolite	oolites
smudge	smudging|smudges|smudged
aitch	aitches
exteriorize	exteriorized|exteriorizing
denigrate	denigrated|denigrating|denigrates
gaselier	gaseliers
bittern	bitterns
id	ids
phenomenology	phenomenologies
churchyard	churchyards
diastase	diastases
oak	oaks
pulsate	pulsated|pulsating|pulsates
pogrom	pogroms
catfish	catfishes
chilly	chillies
kemp	kemps
endorsee	endorsees
hematologist	hematologists
manufactures	manufactured|manufacture|manufacturess|manufacturing
cox	coxed|coxing|coxes
lime	liming|limed|limes
fortnight	fortnights
astronaut	astronauts
frisson	frissons
overburden	overburdened|overburdening|overburdens
overheads	overhead
originator	originators
misconception	misconceptions
moonlighter	moonlighters
exponential	exponentials
capsize	capsizes|capsized|capsizing
farina	farinas
snowman	snowmen
october	octobers
minimum	minima|minimums
warehouseman	warehousemen
episcope	episcopes
eschewal	eschewals
persister	persisters
rubasse	rubasses
canary	canaries
sallenders	sallender
tractor	tractors
melancholiac	melancholiacs
angularity	angularities
cautionary	cautionaries
ley	leys
onomastics	onomastic
pant	pants|panted|panting
gowk	gowks|gowked
heptad	heptads
misgovern	misgoverned|misgoverns|misgoverning
jigsaw	jigsawed|jigsawing|jigsaws
solve	solving|solves|solved
lento	lentos
enteron	enterons
uncomplaining	uncomplained
infant	infants
cheapen	cheapens|cheapening|cheapened
anger	angers|angered|angering
anastomoses	anastomosed|anastomosing|anastomose
darkey	darkeys
valerian	valerians
mamma	mammas
server	servers
geyser	geysers
haymaker	haymakers
absorb	absorbs|absorbed|absorbing
nautch	nautches
concern	concerned|concerning|concerns
mangle	mangles|mangling|mangled
pommel	pommelled|pommelling|pommels
doormat	doormats
chelate	chelated|chelating|chelates
homilist	homilists
condone	condones|condoned|condoning
posterity	posterities
handfasting	handfast|handfasted|handfasts
androgen	androgens
motivity	motivities
contortion	contortions|contortioned
sacrifice	sacrifices|sacrificed|sacrificing
ballroom	ballrooms
presumer	presumers
enlightened	enlighten|enlightens|enlightening
dizen	dizens|dizened|dizening
steening	steen
sinn	sinned|sinning
bagnio	bagnios
cratch	cratches
mollusk	mollusks
aphorist	aphorists
attractant	attractants
abasement	abasements
blotter	blotters
rejuvenate	rejuvenating|rejuvenates|rejuvenated
cuban	cubans
perpetuity	perpetuities
lacrosse	lacrosses
atomic	atomics
beehive	beehives
luck	lucking|lucks|lucked
measures	measured|measure|measuring
rumormongering	rumormonger
cabling	cable|cabled|cables
diagram	diagrammed|diagrams|diagramming
helpmeet	helpmeets
future	futures
disinheritance	disinheritances
hielaman	hielamen
tanning	tanned|tan|tannings|tans
pouncer	pouncers
phasing	phased|phase|phases
trophy	trophying|trophies|trophied
quixotry	quixotries
stemma	stemmas
confucian	confucians
matrices	matrice
tartufe	tartufes
deicide	deicides
vires	vire
weep	wept|weeping|weeps
constraint	constraints
retubing	retube
degrade	degraded|degrading|degrades
hexameter	hexameters
pampa	pampas
bleat	bleats|bleating|bleated
dynamics	dynamic
lounge	lounging|lounges|lounged
transvalue	transvalued|transvaluing
broth	broths
phenolic	phenolics
bemuse	bemused|bemuses|bemusing
variegation	variegations
pushing	push|pushed|pushes
fugue	fugues
gamut	gamuts
guidon	guidons
reify	reifying|reifies|reified
tusked	tusks|tusking|tusk
formula	formulas|formulae
lesion	lesions
fley	fleying|fleyed|fleys
unnaturalize	unnaturalized|unnaturalizing
situ	situs
dependant	dependants
rootage	rootages
cryptanalytic	cryptanalytics
flower	flowers|flowering|flowered
lactation	lactations
thy	your
conveyer	conveyers
carrel	carrels
invertebrate	invertebrates|invertebrated
theirs	their
socketed	socketing|socket|sockets
energetics	energetic
belong	belongs|belonging|belonged
saltwort	saltworts
aerostat	aerostats
unflagging	unflagged|unflag
seringa	seringas
inbreathe	inbreathed|inbreathing
paroquet	paroquets
mile	miles
pissed	pissing|piss|pisses
quitclaim	quitclaimed|quitclaims|quitclaiming
istle	istles
ossuary	ossuaries
bobsledder	bobsledders
utilise	utilising|utilises|utilised
injection	injections
hubby	hubbies
pugging	pugged|pugs|pug
substantially	substantiallying
busboy	busboys
demotion	demotions
callan	callans
factors	factored|factor|factoring
redress	redressed|redressing|redresses
dehumanise	dehumanised|dehumanising
rebuker	rebukers
breakfront	breakfronts
midpoint	midpoints
intitule	intituling|intituled|intitules
connotation	connotations
strait	straits
gentility	gentilities
tomography	tomographies
bedim	bedims|bedimming|bedimmed
hide	hidden|hides|hiding|hid
hart	harts
provoker	provokers
nailer	nailers
unswaddle	unswaddled|unswaddling
bandsman	bandsmen
hematin	hematins
bluchers	blucher
raking	raked|rake|rakes
spillage	spillages
generalship	generalships
totalise	totalising|totalised|totalises
coherer	coherers
menarche	menarches
snouted	snouting|snout|snouts
fecundated	fecundates|fecundating|fecundate
close	closed|closes|closing
overtime	overtimed|overtiming|overtimes
dramatics	dramatic
grants	grant|granted|granting
quarters	quarter|quartered|quartering
carburet	carburetting|carburets|carburetted
grange	granges
foreword	forewords
crackled	crackling|crackles|crackle
preacher	preachers
unsupported	unsupporting
wailer	wailers
lobbyism	lobbyisms
insomnia	insomnias
redeemer	redeemers
deli	delis
penologist	penologists
tendency	tendencies
examen	examens
validity	validities
approve	approving|approves|approved
landfall	landfalls
midland	midlands
intermezzo	intermezzos
activating	activated|activate|activates
comptroller	comptrollers
hydrolysis	hydrolyses
unrepaired	unrepairs|unrepair
appliance	appliances
assent	assents|assented|assenting
mezzotint	mezzotinting|mezzotinted
wrangle	wrangling|wrangled|wrangles
energid	energids
roulade	roulades
twyer	twyers
mortifying	mortifies|mortify|mortified
speiss	speisses
saturate	saturates|saturating|saturated
awakener	awakeners
keenness	keennesses
limey	limeys
quilt	quilting|quilts|quilted
misinform	misinforms|misinforming|misinformed
breaking	broke|break|breaks|broken|breakings
perversity	perversities
bore	bores|bored|boring
laced	laces|lace|lacing
sconce	sconcing|sconced|sconces
masseur	masseurs
outscorn	outscorns|outscorning|outscorned
retinue	retinues
stolen	steal|stole|stealing|steals
elixir	elixirs
groaner	groaners
spread	spreading|spreads
domino	dominoes|dominos
vestee	vestees
unsoured	unsour
dystopia	dystopias
smoky	smokies
synopsis	synopses
century	centuried|centuries
gnomon	gnomons
rotator	rotators
barbarism	barbarisms
canalization	canalizations
quayage	quayages
child	children|childing|childed
phloem	phloems
stabling	stable|stabled|stablings|stables
swung	swinging|swing|swings
hamstring	hamstrings|hamstringing|hamstrung
kumquat	kumquats
immovable	immovables
vitrine	vitrines
codification	codifications
unstopped	unstopping|unstop|unstops
mayor	mayors
volery	voleries
pumper	pumpers
slate	slating|slates|slated
pyrometer	pyrometers
graphic	graphics
handbook	handbooks
adage	adages
marcher	marchers
unbarricaded	unbarricading|unbarricade
contraption	contraptions
prothesis	protheses
mime	miming|mimes|mimed
electrooptic	electrooptics
enzyme	enzymes
disillusionise	disillusionising|disillusionised
trojan	trojans
vivant	vivants
reality	realities
cangue	cangues
cong	conged
semicircle	semicircled|semicircles
undoubted	undoubting
inheritability	inheritabilities
beriberi	beriberis
blockade	blockaded|blockades|blockading
marmoset	marmosets
gunplay	gunplays
trigger	triggering|triggers|triggered
mute	mutes|muting|muted
dogmatize	dogmatized|dogmatizing
organizer	organizers
polities	polity|politied
contributor	contributors
admiring	admires|admire|admired
accompli	accomplis
preform	preforms|preforming|preformed
smiling	smiles|smile|smiled
polymer	polymers
friseur	friseurs
tweet	tweets|tweeted|tweeting
embarrass	embarrassing|embarrasses|embarrassed
gasket	gaskets
fluorocarbon	fluorocarbons
housemother	housemothers
sterol	sterols
gracile	graciles
unplaced	unplace
tasselled	tasselling|tassel|tassels
swarm	swarms|swarmed|swarming
nominal	nominals
troglodyte	troglodytes
purification	purifications
road	roading|roaded|roads
cliffhanger	cliffhangers
fennec	fennecs
accretion	accretions
capriole	caprioling|caprioles|caprioled
conflate	conflates|conflating|conflated
shew	shews|shewing|shewn|shewed
nanny	nannies
machiavellian	machiavellians
unplanted	unplant
irrelevance	irrelevances
whoopee	whoopees
tureen	tureens
lenience	leniences
specialized	specializes|specialize|specializing
engrained	engraining|engrains|engrain
field	fields|fielding|fielded
relater	relaters
broadsword	broadswords
headman	headmen
overextended	overextending|overextend|overextends
unscented	unscent
customer	customers
actuating	actuate|actuates|actuated
intervener	interveners
hemorrhoidectomy	hemorrhoidectomies
attester	attesters
combing	comb|combed|combs|combings
holler	hollered|hollering|hollers
clover	clovers
defibrillate	defibrillated|defibrillating
palmer	palmers
raddled	raddling|raddles|raddle
inhibition	inhibitions
destiny	destinies
sackcloth	sackclothed
daunting	daunted|daunts|daunt
sheepskin	sheepskins
speckled	speckling|speckle|speckles
splotch	splotches|splotched|splotching
deepening	deepens|deepened|deepen
spitball	spitballs
semidrying	semidry|semidried
acrostic	acrostics
humility	humilities
megaton	megatons
episode	episodes
induration	indurations
refrigerant	refrigerants
soya	soyas
lutein	luteins
augmentation	augmentations
prosecutor	prosecutors
styptic	styptics
palpitate	palpitates|palpitating|palpitated
polliwog	polliwogs
jersey	jerseyed|jerseys
disengage	disengages|disengaged|disengaging
postdate	postdating|postdates|postdated
bagpipe	bagpipes|bagpiped|bagpiping
victorian	victorians
longanimity	longanimities
reproach	reproached|reproaching|reproaches
pressing	pressed|press|presses|pressings
unsound	unsounded|unsounding
inculcate	inculcates|inculcated|inculcating
overstaffed	overstaff
loving	love|loved|loves
kismet	kismets
napery	naperies
guarantor	guarantors
tums	tum|tummed|tumming
creole	creoles
slating	slates|slatings|slate|slated
platinise	platinised|platinising
mudslinger	mudslingers
overlay	overlays|overlies|overlie|overlain|overlying
haze	hazes|hazed|hazing
greylag	greylags
linearize	linearizes|linearized|linearizing
streamer	streamers
cestode	cestodes
masochist	masochists
barroom	barrooms
alternator	alternators
expiate	expiates|expiated|expiating
afflict	afflicts|afflicted|afflicting
legerity	legerities
flush	flushing|flushed|flushes
fracture	fracturing|fractures|fractured
convoluted	convoluting|convolute
precogitate	precogitated|precogitating
sand-blast	sandblasting|sandblasted
avion	avions
dephase	dephasing|dephased
tzetze	tzetzes
housebreaking	housebreak
catch	catches|caught|catching
porosity	porosities
cooling	cool|cools|cooled
archaeologist	archaeologists
dispirit	dispirits|dispiriting|dispirited
relish	relishing|relishes|relished
ha	has|haed
lus	lu
nidificate	nidificated|nidificating
ravishment	ravishments
these	theses
titulary	titularies
sawdust	sawdusts
swingle	swingles|swingling|swingled
futility	futilities
macintosh	macintoshes
dialing	dialed|dials|dial|dialings
launder	laundered|laundering|launders
whelk	whelked|whelks
frothing	froths|froth|frothed
billy	billies
transponder	transponders
ectopia	ectopias
anecdote	anecdotes
hypophysis	hypophyses
hexarchy	hexarchies
reoccupy	reoccupying|reoccupied|reoccupies
slut	slutting|sluts|slutted
cheesecake	cheesecakes
perron	perrons
glare	glares|glared|glaring
epicrisis	epicrises
buttock	buttocks|buttocked
gather	gathered|gathering|gathers
deprave	depraved|depraving|depraves
henpeck	henpecked|henpecks|henpecking
intoner	intoners
pigmentation	pigmentations
dahlia	dahlias
entrechat	entrechats
cracknel	cracknels
conduplicate	conduplicated
agonistic	agonistics
reserve	reserves|reserved|reserving
molt	molts|molting|molted
loaded	load|loading|loads
cater	caters|catered|catering
catcall	catcalled|catcalling|catcalls
dissenting	dissents|dissented|dissent
conundrum	conundrums
outgas	outgassed|outgassing|outgasses
commonalty	commonalties
ardour	ardours
shag	shagging|shagged|shags
zootechnic	zootechnics
giggle	giggled|giggling|giggles
verminate	verminating|verminated
kino	kinos
logistic	logistics
hackle	hackles|hackling|hackled
interblend	interblended|interblending
grisaille	grisailles
gadroon	gadroons|gadrooning|gadrooned
clapped	claps|clap|clapping
acceleration	accelerations
indulge	indulged|indulging|indulges
proctologist	proctologists
parsnip	parsnips
howlet	howlets
insolubilize	insolubilizing|insolubilized
spearfish	spearfishes
eon	eons
pistil	pistils
veracity	veracities
broil	broiled|broils|broiling
rescript	rescripts
fourgon	fourgons
strictured	stricture|strictures
cohesion	cohesions
spasm	spasms|spasmed
admirer	admirers
explanation	explanations
turtle	turtling|turtles|turtled
maturate	maturating|maturated|maturates
suffocating	suffocates|suffocated|suffocate
pampean	pampeans
glower	glowers|glowering|glowered
frugality	frugalities
madden	maddens|maddening|maddened
disdain	disdained|disdaining|disdains
croissant	croissants
lop	lops|lopping|lopped
corrugate	corrugated|corrugating|corrugates
unfilled	unfilling
abolishment	abolishments
connector	connectors
turnoff	turnoffs
reenforce	reenforced|reenforcing|reenforces
folklore	folklores
fuguing	fugu|fugued
conchy	conchies
busyness	busynesses
skep	skeps
earpieces	earpiece
my	our
summarize	summarized|summarizes|summarizing
practices	practiced|practicing|practice
padded	pad|padding|pads
debut	debuting|debuts|debuted
overbidden	overbidding|overbids|overbid
unprincipled	unprinciple
abnormality	abnormalities
maya	mayas
infold	infolding|infolded|infolds
inbreed	inbreeds
assoil	assoils|assoiling|assoiled
camphorated	camphorate|camphorating|camphorates
erratic	erratics
trysail	trysails
platitude	platitudes
lignify	lignifying|lignifies|lignified
kaliph	kaliphs
unload	unloads|unloading|unloaded
iguana	iguanas
beautician	beauticians
interceptor	interceptors
vespiary	vespiaries
prodder	prodders
unction	unctions
tempter	tempters
sustained	sustains|sustaining|sustain
misdealing	misdeals|misdeal|misdealt
boniness	boninesses
gizzard	gizzards
toxaemia	toxaemias
communicator	communicators
receiving	receives|receive|received
foothold	footholds
plasmon	plasmons
login	logins
writer	writers
arms	arming|arm|armed
taxable	taxables
crenelate	crenelates|crenelating|crenelated
impend	impended|impending|impends
lurk	lurked|lurking|lurks
antihypertensive	antihypertensives
vermeil	vermeils
fractionize	fractionizing|fractionized
terrene	terrenes
dignity	dignities
investigation	investigations
lathe	lathes|lathed|lathing
hormone	hormones
mennonite	mennonites
underbuy	underbuys|underbuying|underbought
easterly	easterlies
ethanol	ethanols
blemish	blemished|blemishes|blemishing
treponema	treponemas
urge	urges|urging|urged
hexapody	hexapodies
cal	called|cals|calling
welcomer	welcomers
labor	labors
autonomy	autonomies
prawner	prawners
categorization	categorizations
pandowdy	pandowdies
